"","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","fBodyBodyGyroJerkMag-meanFreq()"
"Subject17",0.273167218141304,-0.0166133567134783,-0.105292944625875,-0.581102024709046,-0.440637741661413,-0.596791575374185,0.723295136793478,-0.0473863178511141,0.0443759942769022,-0.966592511331522,-0.947016543532609,-0.927212900923913,0.0720311131731522,0.0144170780567935,-0.00544250110883288,-0.587868496259239,-0.527679881165761,-0.762312084293478,-0.0233285981927989,-0.0811429633214674,0.0888947783721739,-0.691628682162228,-0.666378588337772,-0.668026283844837,-0.0986936325239946,-0.0416220550013587,-0.049507711923288,-0.678435079543478,-0.780189147978261,-0.713660610334239,-0.515470791630109,-0.548027814688044,-0.515470791630109,-0.548027814688044,-0.608678104910598,-0.566387784491304,-0.585823039584239,-0.620250690171196,-0.739532968714674,-0.758996423345109,-0.57682764068288,-0.466456727046196,-0.660929712807065,-0.584135674208967,-0.464475706248913,-0.5983292163625,-0.195996276238043,0.0400808296975543,0.0126764799789946,-0.600256394489674,-0.554754329743995,-0.744456611630435,-0.612438792283342,-0.530904227821495,-0.778852396929348,-0.0652583146930978,-0.249592705464946,-0.178409962765027,-0.630885730514946,-0.696680274328533,-0.626229244545652,-0.712764380139946,-0.655274583595109,-0.714354780842391,-0.0994598247896739,-0.159235913128533,-0.041187486262038,-0.533821066341033,-0.628162053762228,0.0740373677073913,-0.557305860529348,-0.58302392627163,0.114776480738505,-0.661383282296739,-0.661619193997283,-0.046744657253312,-0.761793379271739,-0.773697787994565,0.0788333543410326
"Subject19",0.277915974447222,-0.0169498465682861,-0.106563550724167,-0.525963482120278,-0.411626125929167,-0.645285364147222,0.733486746388889,0.0468140462236111,0.0713581666138531,-0.964685310194444,-0.940156437669444,-0.940421027166667,0.0779925519113889,0.00584253768644445,0.000744547553038889,-0.591295367650833,-0.519762929511389,-0.791323069805556,-0.020262434937,-0.0812994757725,0.0802339301127778,-0.706006353441667,-0.714327811944444,-0.622247124025,-0.104816991448611,-0.0488249047780556,-0.0499056964894444,-0.670536334752778,-0.787641380722222,-0.591374758575556,-0.4756520827565,-0.535507128346111,-0.4756520827565,-0.535507128346111,-0.603803142977778,-0.599970985597778,-0.605696639565,-0.663577195099722,-0.72108384275,-0.749112519166667,-0.5687142625425,-0.4515223554175,-0.699174204111111,-0.511379190395,-0.42929632003,-0.646070907322222,-0.219102999771944,0.0523378328975,-0.0252959648175556,-0.618152717762778,-0.559820313985944,-0.775358421388889,-0.600105557640556,-0.508672787195881,-0.805787949694444,-0.0936037185036111,-0.283806896024917,-0.182028791886667,-0.635435672765556,-0.7270449615,-0.557574213146028,-0.729772344166667,-0.710040673333333,-0.681765022166667,-0.06509782937175,-0.109519852128639,0.0571462136365278,-0.540161842811111,-0.606880878490556,0.0665628416125833,-0.586035604114833,-0.621738616563889,0.128907196368889,-0.683531198478889,-0.710775388123333,0.0240735348565556,-0.761861018138889,-0.751693209333333,0.0309692016974722
"Subject21",0.27163125485049,-0.0173979936092157,-0.114252434389706,-0.55477043840299,-0.43200089946473,-0.636934021482059,0.647345291985294,0.027573580789951,0.0610153199538235,-0.957749719387255,-0.952270123946078,-0.934909927892157,0.0834701649253186,0.00360147292041667,-0.0052052374620098,-0.581709453444118,-0.506292166531593,-0.725418757611961,-0.0394602741276225,-0.0748237069862745,0.0945729803333088,-0.686595742042892,-0.645713468754902,-0.633383794529657,-0.086070617423848,-0.0454682432506373,-0.053417738927451,-0.589119267134804,-0.687639132909314,-0.592737130857206,-0.501666733525466,-0.518967411747794,-0.501666733525466,-0.518967411747794,-0.585716189901961,-0.534935268757108,-0.584690294808922,-0.601920788678186,-0.652872834811275,-0.657981879212157,-0.556753454563725,-0.451832769010049,-0.660057247614461,-0.555728150594142,-0.458399706570024,-0.654959935518897,-0.223878660552206,0.0432129014455637,0.113769359896642,-0.598106396913971,-0.549024636599755,-0.708547330841422,-0.602613810845853,-0.493159460630882,-0.740953685938235,-0.0954220022256618,-0.268142257914216,-0.101323202594632,-0.58092606343799,-0.638470141661765,-0.563468587008824,-0.722034840321814,-0.654194816936274,-0.694924510375,0.00753398949551471,-0.0528505779420098,0.0657389860345588,-0.511944217141274,-0.599050501284314,0.0923858811716912,-0.52809552471348,-0.546799801123872,0.097494574517402,-0.605938393417157,-0.672046730664706,0.073604786652402,-0.667113603446078,-0.670563020760613,0.0771535709004902
"Subject22",0.273210378417445,-0.0185192808204673,-0.11291427277134,-0.510266254922741,-0.413152538805296,-0.458084570745016,0.70350578,-0.0015332236470405,0.0473030073763364,-0.958714926370717,-0.952295887299065,-0.926094443800623,0.0809919349227414,0.00132148568962617,-0.0104174101470405,-0.535091024485826,-0.509451664678193,-0.65407001717134,-0.0435093355487227,-0.0687016340068847,0.0955355256071651,-0.608657636414953,-0.576425490860125,-0.597677658968847,-0.0954255115935389,-0.037463296907134,-0.0634438021488474,-0.636711348220249,-0.642247031650903,-0.694834034760125,-0.440133648417134,-0.461599872725327,-0.440133648417134,-0.461599872725327,-0.544321762309439,-0.496408253843302,-0.481844263006231,-0.537099422739564,-0.659617966909657,-0.638886066365109,-0.517830600209657,-0.434246244397508,-0.51755980156053,-0.508384188060436,-0.440099202950156,-0.470967588190966,-0.273015357782243,0.00162388279688474,0.0366082404258879,-0.556831331916199,-0.539396664318598,-0.626146524986231,-0.554902518079439,-0.510562358231153,-0.680797313018692,-0.0878679312591371,-0.23939935603271,-0.194373354228069,-0.558262762320249,-0.563515801168224,-0.579940306557726,-0.627678503772586,-0.59025011273053,-0.642747644876635,-0.125179948154268,-0.094759582881028,-0.0727283734008411,-0.449746637436137,-0.554693204854829,0.0522765423883988,-0.488427696847726,-0.512445926220561,0.147280348159626,-0.566849235008318,-0.600336593275701,0.00206476510616854,-0.639151301175607,-0.665810967218692,0.135027647405763
"Subject23",0.27242353441129,-0.0186556633091935,-0.107550115277419,-0.646902815062097,-0.506586428142742,-0.608158727988172,0.687308257768817,0.0423871972925806,0.111388957355376,-0.963860839129032,-0.954379645376344,-0.941321501698925,0.0825296724073118,0.0054158589407043,-0.00892997657354839,-0.673580857052151,-0.615272447895699,-0.777570271734409,-0.0216169465037903,-0.0746397858876344,0.0734465339575269,-0.754233681346774,-0.693095426162097,-0.635487765684409,-0.0974223720715054,-0.0464109881876882,-0.0505258728869624,-0.788273873521505,-0.806851804930538,-0.779593018354839,-0.569871177121774,-0.640981020577151,-0.569871177121774,-0.640981020577151,-0.662796276435968,-0.676695921465054,-0.612005084293441,-0.692519825117473,-0.790111411021505,-0.825161881174731,-0.663944489900269,-0.540339882502688,-0.678159450815323,-0.642061903167204,-0.521715410383871,-0.604533764228226,-0.198173210458871,0.0316473757075269,0.0941144090003226,-0.688463725626344,-0.637255275428495,-0.760341828180914,-0.68788849094086,-0.618391945750538,-0.793836063147849,0.00825519760021506,-0.172175746091398,-0.0749671971034946,-0.722393160973118,-0.723833286934946,-0.646466540129839,-0.766118578819892,-0.681815351255645,-0.666791856422043,-0.103550157632957,-0.155772775411371,-0.0618360023099731,-0.623256717663441,-0.709059306978763,0.147086954199309,-0.654864331288978,-0.709624167145161,0.234911758743468,-0.735516910568817,-0.719176053973118,-0.0729192948371774,-0.818366267801344,-0.847123889932796,0.188933651311828
"Subject25",0.27088797898533,-0.0173289751240098,-0.102593436769046,-0.553241495389242,-0.352323779904988,-0.378399202738068,0.688887718036675,-0.0823672275215159,-0.0858672154621027,-0.948825653545232,-0.944880899770171,-0.924411407726161,0.0784127907931051,0.00469921324680196,-0.00432880814760636,-0.603808764111149,-0.537876679162347,-0.695230973809242,-0.0213047474322005,-0.08051944129511,0.0731551199905244,-0.705797548153301,-0.466921123920416,-0.455227490240098,-0.095110495396643,-0.0443051841432494,-0.0446678393948411,-0.758110200929095,-0.737731612156479,-0.657568568471394,-0.429912298269682,-0.467587979649389,-0.429912298269682,-0.467587979649389,-0.590101324705134,-0.576220030818802,-0.449082878853521,-0.519174448740831,-0.719706764173594,-0.755165599293399,-0.570886005654523,-0.418254391781565,-0.511290711672372,-0.547652660783252,-0.362145192351589,-0.361630426307311,-0.334768344477506,-0.112315751361125,-0.0937330388356968,-0.621036092920049,-0.557785762004157,-0.661601944783619,-0.621745013225917,-0.548083252572861,-0.728103999068704,-0.187838057545672,-0.319865587361858,-0.223061262325819,-0.672180847784841,-0.567853712105379,-0.480748582232763,-0.718788505146699,-0.419807043937824,-0.499763943046944,-0.224340254016626,-0.325997593607824,-0.179624862110513,-0.479675038663081,-0.545288532932029,-0.0354217382972861,-0.570010385185941,-0.587440302520782,0.123337575249144,-0.589589591188998,-0.557465823488802,-0.143763257771149,-0.748766338587677,-0.782160443709046,0.0710942877143765
"Subject26",0.279343552589286,-0.0155673602379847,-0.108357862581633,-0.600924681641071,-0.50768903209074,-0.679743447293367,0.717547973204082,0.0538676560943878,-0.011569967921352,-0.966410051964286,-0.955582046096939,-0.94002305847449,0.0761934408107143,0.00591851209874235,-0.00809965011325255,-0.660585075760204,-0.63144498623926,-0.823962815357143,-0.0238097136508418,-0.0803161934452041,0.0830539552520408,-0.721363193262755,-0.692606169323469,-0.700003070153061,-0.0979677332362245,-0.0453570885994133,-0.0568401732272959,-0.758771894795918,-0.848313058443877,-0.801642150438776,-0.553145825898367,-0.583053680305459,-0.553145825898367,-0.583053680305459,-0.680879910255536,-0.658697544725255,-0.620815525365051,-0.669410305728827,-0.810372966954337,-0.837966542959184,-0.624352129086735,-0.542875138447219,-0.729153438505102,-0.592891548305102,-0.521966098435077,-0.680911420579082,-0.199526462021939,0.0460725583970561,0.0390298700020153,-0.677719857118878,-0.64448125591301,-0.80427175965051,-0.673252443674617,-0.642725535143189,-0.842605328469388,-0.0137327482865893,-0.180619248124005,-0.0755254766915816,-0.692254583805867,-0.748641581402423,-0.70481435282398,-0.732604732862245,-0.666217234296429,-0.727454880612245,-0.125755822880383,-0.205521200540816,-0.0410355960810204,-0.592855382399617,-0.643715345423469,0.070382320403699,-0.647485400235459,-0.676440636632653,0.178012924889286,-0.726589721928571,-0.69019811002551,-0.121953430517374,-0.836481599464286,-0.85208048934949,0.115700462405179
"Subject27",0.276215980710106,-0.0166765448101862,-0.110817343361702,-0.678454563955585,-0.661327781246808,-0.622139273998138,0.703976440220745,-0.0590459221010638,0.0228487836143617,-0.974739915691489,-0.966666733484043,-0.953756060718085,0.0781118026029255,0.00935994232268351,0.000239933272327128,-0.735259791648936,-0.742478944132979,-0.774828148758245,-0.012504343696383,-0.0720424789026596,0.0734389077393617,-0.804782954308511,-0.818191184574468,-0.746988951579787,-0.107070179976755,-0.0413566785963032,-0.0540142057711968,-0.862225731196808,-0.873351473218085,-0.841845656861702,-0.630200146413271,-0.677494047047872,-0.630200146413271,-0.677494047047872,-0.732980991723404,-0.727940126210904,-0.727366948191489,-0.794173577632979,-0.864382688590426,-0.878630319441489,-0.709926679327394,-0.681560557255745,-0.674351163954043,-0.667674018673883,-0.673056908099734,-0.624734077798936,-0.229117599627394,-0.0242756440897872,0.0429053529636436,-0.751614322978723,-0.75564959675,-0.759697380215426,-0.741975949868032,-0.745738422464362,-0.788606118393617,-0.029487188524734,-0.175941174299947,-0.154893873066755,-0.795496634535638,-0.823237883244681,-0.765155544946808,-0.810034739255319,-0.817784347446809,-0.765589707859043,-0.140343412338564,-0.162557419831117,-0.058161382808484,-0.679775144702926,-0.727053021521543,0.059227128687234,-0.721516988634176,-0.737986634041755,0.232006824730957,-0.825041374468085,-0.810680697521277,-0.055460332406383,-0.876637152952128,-0.89003803337766,0.173265772288856
"Subject28",0.273589537507853,-0.0177823922252094,-0.108717714258822,-0.620729089933063,-0.578776164588691,-0.668470164444503,0.677586647094241,0.00764055943193717,0.0841260422945026,-0.970728941230366,-0.95904586421466,-0.947902118638743,0.0813441902704189,0.00907255895078534,0.00346507665131675,-0.692651294751309,-0.678099172786387,-0.819012221465969,-0.0144964147345654,-0.0802267978381623,0.0763223552028796,-0.764992146858639,-0.770342069528796,-0.727277931896073,-0.107540695131675,-0.0394237825593455,-0.0513884101276702,-0.793809893507853,-0.831243055759162,-0.813241212486911,-0.580777543682042,-0.645703771531152,-0.580777543682042,-0.645703771531152,-0.705963156603403,-0.703001892482461,-0.682103946750131,-0.754728124335079,-0.815953127696335,-0.829840932801047,-0.66257288866055,-0.612478377208822,-0.72618064560733,-0.606309986622513,-0.588407554741885,-0.664227279108639,-0.238713700250524,-0.0136918966921204,-0.0166427221593194,-0.725471992844241,-0.703110505251309,-0.808334944136126,-0.686977435597644,-0.673119648434031,-0.8283699,-0.0821421284437173,-0.181706841016361,-0.164032479027277,-0.735331856346859,-0.780562334816754,-0.733311802329843,-0.775788469558639,-0.766606266832461,-0.751054169793194,-0.104450018224634,-0.149963502837827,-0.0715898634402618,-0.655639305985079,-0.695676254575393,0.0138825720705393,-0.706419082982984,-0.701776709933508,0.208514234738848,-0.774586382434555,-0.785697457827225,-0.0320359879182984,-0.833732032408377,-0.837897228664921,0.193367029930367
"Subject29",0.269876726156977,-0.0181751958273285,-0.119568745900517,-0.556201806572413,-0.487617145573692,-0.635477089129361,0.484618694767442,0.0547996229680233,0.137927460198343,-0.958448132383721,-0.960308279302326,-0.94196948502907,0.0775948417252616,0.0116250830008184,-0.00225975671470349,-0.551350318844738,-0.552328940452326,-0.691743957089244,-0.0392131465619198,-0.0705135645331395,0.0900468522726744,-0.622306151358139,-0.628611246284041,-0.631236459151453,-0.0894893444360465,-0.0381068855209419,-0.0569426634611047,-0.601937086623256,-0.713099568763372,-0.672838826887703,-0.512413722907238,-0.583856985043808,-0.512413722907238,-0.583856985043808,-0.556827865164244,-0.58371192594157,-0.532333415487209,-0.593944245571221,-0.668814766066279,-0.713382167044477,-0.568783997602064,-0.502137205085814,-0.632213359367006,-0.552434548564244,-0.512943853569913,-0.668422463835465,-0.204057134936,0.093452118302093,0.182079608600814,-0.574402891519942,-0.578985397899128,-0.66630499565407,-0.567940583729942,-0.55346063301186,-0.715933390027878,0.000816618234011627,-0.15760954010564,-0.000958441794921511,-0.533667110986628,-0.625133204547674,-0.585937168182035,-0.651911600075465,-0.635586064259302,-0.682468351386628,-0.0151254677594767,-0.165753671662529,-0.0193433152797384,-0.537962718076948,-0.678395560090116,0.150660697124709,-0.556626458233779,-0.624823939531395,0.236257116223547,-0.620431582638663,-0.648815215356105,0.0131202037523256,-0.706830336630814,-0.743545192031977,0.148955256047965
"Subject30",0.27761051097389,-0.0179827169452219,-0.108419682460052,-0.65200241232376,-0.536511586911775,-0.64944498818799,0.633124647718016,-0.0534124981879896,0.0763395996396867,-0.964711392219321,-0.96738260310705,-0.951052529399478,0.0826096208091384,0.00321245649244439,-0.011261328514752,-0.681174855733577,-0.643344462760034,-0.768619476566736,-0.0282235511490339,-0.0782989712334987,0.0849414084,-0.780749161501305,-0.751337759112272,-0.682631718506057,-0.10028107943812,-0.0407700502844648,-0.0530595826906005,-0.778149376845953,-0.805114704830287,-0.800600006657963,-0.596061213023238,-0.638025490877285,-0.596061213023238,-0.638025490877285,-0.684869540075457,-0.659505739407833,-0.673499454785901,-0.74380643307624,-0.795965526005222,-0.81251236616188,-0.67458872332846,-0.56684920008564,-0.689742455981462,-0.644549222057441,-0.550465339183812,-0.655856049722454,-0.240510217537598,0.0132875059989191,0.0289686661534386,-0.698932275148303,-0.657764053032376,-0.75333912465953,-0.691749180241253,-0.65276318383107,-0.782530664670601,0.00610140367279373,-0.19772448742376,-0.129519741333446,-0.734276456579634,-0.745506543480418,-0.691189138616188,-0.79645370810705,-0.757911283342037,-0.710920625404961,-0.123204872270235,-0.209891485751175,-0.0439088261955614,-0.636756996114882,-0.695553394360574,0.046707778187859,-0.659486415044961,-0.663029080644125,0.206270979799164,-0.761208113420366,-0.777391669326371,-0.0432837891571802,-0.815071682167102,-0.823815047415144,0.157030496674047
"Subject2",0.274439828923179,-0.0168061732541523,-0.108668255487417,-0.517939944937517,-0.465126715839503,-0.634719495932119,0.590246065364238,0.0505410507205298,0.23919816586394,-0.956432993410596,-0.956837161467219,-0.937237466062914,0.0793191548920861,0.0154943686960927,-0.00767921245559603,-0.559525096664901,-0.536229243564901,-0.745548141622517,-0.00699415614847682,-0.0961055865854305,0.0805087108384106,-0.681913702451325,-0.770636044238411,-0.635364233254967,-0.109868892571556,-0.0385472333886755,-0.0584891977849669,-0.693487711205298,-0.850930379437086,-0.727123218910596,-0.475037336590464,-0.573890421235828,-0.475037336590464,-0.573890421235828,-0.586202044321192,-0.565881204712285,-0.618680213623841,-0.662346578336755,-0.782321564768212,-0.817256608642384,-0.569999157030132,-0.482544927861589,-0.668417139400662,-0.499650329749007,-0.491028501819868,-0.646044020375828,-0.194869096526222,0.0574490974462252,0.0886186445089073,-0.580048704145364,-0.550916920286424,-0.723576470695364,-0.578026718984934,-0.552928765595338,-0.766555499900662,0.0513882991349338,-0.157869550955629,-0.0486316986728477,-0.621859269860927,-0.778103932980132,-0.623321988483444,-0.702132123956954,-0.768668910993378,-0.673701321215232,-0.137624537399901,-0.176825910716821,-0.0339087766088742,-0.550059296284768,-0.656710380535762,0.126769879286993,-0.560945526478808,-0.576358241674172,0.180092267007947,-0.714939775066225,-0.687359492486755,-0.0915537249897351,-0.820844185463576,-0.827257551125828,0.161551296679801
"Subject4",0.275881275694006,-0.0185701101782019,-0.108733712408233,-0.674452098850789,-0.598612502046372,-0.515720222329969,0.621934836340694,0.0413085594731861,0.100454602518612,-0.966528733943218,-0.964558264416404,-0.937610607570978,0.0787240949343533,0.0156900788725394,-0.0076273369519306,-0.65403156585205,-0.655971014670347,-0.637799632114543,-0.03141150416653,-0.0806254573395899,0.0840882614307571,-0.785031524479495,-0.533562558173502,-0.663831368294322,-0.0945531041223975,-0.0426414560911672,-0.061400535921388,-0.756400977570978,-0.566314657386435,-0.764599481104101,-0.595106224288013,-0.615607595992681,-0.595106224288013,-0.615607595992681,-0.629680822135016,-0.601017445726498,-0.59169340900511,-0.567168778606309,-0.648421829714511,-0.587875366476467,-0.650575409570032,-0.606192756870662,-0.548206633687697,-0.685594575528391,-0.621224448559811,-0.538461685235016,-0.193729926309716,0.0453891171559464,0.116979301877918,-0.665577338416404,-0.667972856148896,-0.620426094825237,-0.674095702248896,-0.667899334781073,-0.655604339019874,0.045262269162776,-0.107869956954132,-0.0811265129116719,-0.723025606526814,-0.537535909807256,-0.665218261417035,-0.805673666473186,-0.536702320110095,-0.695287990028391,-0.0134064364320189,-0.0601958254611987,0.0132073093022082,-0.581413064015457,-0.698135799209148,0.123211331050158,-0.589521101470663,-0.619292963808517,0.21847019141918,-0.56246528423123,-0.65072972683817,0.154773595384227,-0.604625145114826,-0.597666060984858,0.158856734349842
"Subject9",0.274979076995139,-0.0207759603306597,-0.111328108353819,-0.668864530777778,-0.495600545380347,-0.572702429905903,0.727805375902778,0.00129353673263889,0.204654276861458,-0.948520706805556,-0.905351920451389,-0.901854817083333,0.0749851117830903,0.0136316382162847,0.00182789798558681,-0.735207359986111,-0.692971981917708,-0.789338707987153,-0.00334902093680556,-0.0819023152127431,0.0877694352244097,-0.696105010854167,-0.69905608553125,-0.676672512494444,-0.109053410195069,-0.0395245065355208,-0.0581281307468403,-0.758028882326389,-0.826778659364583,-0.805554203472222,-0.542945064159722,-0.617931508225694,-0.542945064159722,-0.617931508225694,-0.723704863989583,-0.717612334972222,-0.594600172620139,-0.662352964007639,-0.797738860298611,-0.817286700385417,-0.689166884092014,-0.562689471503472,-0.651575080456597,-0.662736588742708,-0.496414722464687,-0.567616674443993,-0.285351997234722,-0.0740765849350694,-0.0356958396655903,-0.739977325761458,-0.703131530392014,-0.769209230513889,-0.754840787486111,-0.70388239540625,-0.808290771449653,-0.0902575269288194,-0.293542236999132,-0.223083435827674,-0.667725986256944,-0.73358964478125,-0.686168454190278,-0.708333851375,-0.685383074350694,-0.704066605775347,-0.170181939999306,-0.2953524150875,-0.137683155404514,-0.637507761954861,-0.669644582552431,0.0100621016624653,-0.709153137194444,-0.731059915399306,0.170581269854896,-0.710342827170139,-0.693905785173958,-0.147589583325764,-0.814394972006944,-0.83504378934375,0.0873900515177778
"Subject10",0.267236052506463,-0.015840094490102,-0.10475650144898,-0.761840432472789,-0.625893020841156,-0.71080889670068,0.551485992346939,0.140563755901361,0.234781310831395,-0.955699741462585,-0.930848088244898,-0.900028347343537,0.0858571556363265,0.00809719958431973,-0.0108495026078707,-0.817739185748299,-0.761281379115646,-0.866144453095238,-0.0051850950670068,-0.0865879178070748,0.0982188478687075,-0.751206716908163,-0.794072657346939,-0.792060142244898,-0.104832925856463,-0.0407453271611224,-0.0559213209774422,-0.803307330034014,-0.905768849285714,-0.853665336462585,-0.662118540122449,-0.718335062180272,-0.662118540122449,-0.718335062180272,-0.806742903707483,-0.802074060510204,-0.696952886230952,-0.746785242005782,-0.866340838843537,-0.885015255306122,-0.78277620547619,-0.670734700734694,-0.778124670918367,-0.754727179221769,-0.627982596894558,-0.700736568781973,-0.255453192836054,-0.04177626364,0.0154454538361531,-0.824078312653061,-0.777426981598639,-0.856927641734694,-0.827756725442177,-0.759906378761905,-0.874102684047619,-0.0389087521571429,-0.240295751239184,-0.130314323214388,-0.735256038085034,-0.838865494897959,-0.788948446462585,-0.758725370030612,-0.773253633639456,-0.81245148377551,-0.126426668655544,-0.283246939423095,-0.0639810283461224,-0.742317961482993,-0.75104244342517,0.00414942664965986,-0.801567171836735,-0.804215406632653,0.201643368073844,-0.796239503333333,-0.759761798408163,-0.161116683605034,-0.888363993945578,-0.88895596537415,0.115092524352177
"Subject12",0.2777136460625,-0.0177595168713719,-0.109648265900625,-0.57503071980625,-0.541343444515312,-0.67592798584375,0.72491286259375,0.04290864396875,0.184872897630418,-0.97283885771875,-0.958795848946875,-0.95383637778125,0.080831466808125,0.0067614348089375,-0.0076398566861875,-0.644228100447813,-0.643325355274378,-0.7599027315,-0.02093385494625,-0.0814956428466875,0.0835641671735937,-0.739433881134375,-0.779805813125,-0.672342799446875,-0.097467470660875,-0.0400440800285312,-0.054168655098125,-0.70071578984625,-0.81912305528125,-0.747348642,-0.556202509521562,-0.574086516334375,-0.556202509521562,-0.574086516334375,-0.66103132603125,-0.642353109705625,-0.660970634034375,-0.723792012294687,-0.77603505009375,-0.7978400458125,-0.609383088249687,-0.569541878475625,-0.698438248171875,-0.563189865778125,-0.556706515084063,-0.68989996546875,-0.22251570727625,0.0221549781846875,0.112142182103438,-0.663221354974687,-0.663747666449375,-0.750459225875,-0.65676731287375,-0.64541237050125,-0.76830556740625,-0.039805316409375,-0.201950478391406,-0.117340636893438,-0.667023050653125,-0.776999948375,-0.656880995815625,-0.763060974890625,-0.783746526,-0.70838608734375,-0.0332889501809375,-0.0811415490060937,-0.0143648020078125,-0.586789573819062,-0.634089845850938,0.0882691727465,-0.64377394851875,-0.643910705995625,0.174470963166875,-0.74345450146875,-0.75870045195625,-0.00355843611984687,-0.80350103315625,-0.804835011625,0.138376588643378
"Subject13",0.277461965749235,-0.0168882487598315,-0.111658410370948,-0.611224266917431,-0.577147800842813,-0.638788870519878,0.594186103914373,0.0268280817278287,0.132434644115596,-0.973221608379205,-0.970946087981651,-0.957437177859327,0.0767519762929664,0.00574023955944648,-0.00537101098715596,-0.656065974612844,-0.626815068889449,-0.752169975963303,-0.0646292198816208,-0.0534537686129664,0.114908714952905,-0.764611793299694,-0.773075492201835,-0.627072778351682,-0.0884965120085535,-0.0462410765397248,-0.0600099897590214,-0.793311496238532,-0.813110801620795,-0.750320818807339,-0.573754346174618,-0.632371683070336,-0.573754346174618,-0.632371683070336,-0.657682654396024,-0.650767727096024,-0.651497074853517,-0.719190473430581,-0.796254138287462,-0.812451754758716,-0.634588162420795,-0.589457041074924,-0.674988792348624,-0.604024189544343,-0.599088239131498,-0.649372292269113,-0.20013964752263,0.0801051378206116,0.122437983731193,-0.672131389863914,-0.6496103799263,-0.734999074180428,-0.670231291299694,-0.627703547151376,-0.767974908685015,-0.0522223774028135,-0.148528343032416,-0.0996363424840979,-0.733278026103976,-0.765379658094495,-0.659842682143731,-0.776604661779816,-0.780905705810398,-0.653456853116208,-0.100442032518287,-0.0379441794069725,-0.0257847427660398,-0.619496218574924,-0.697888485610703,0.17246409038367,-0.642287745177064,-0.66413289481529,0.221231054344954,-0.75474436382263,-0.745833202510703,0.018334956871529,-0.812953436131499,-0.825135647470948,0.185225326335352
